Scott,Mayfield,24,,8476429,1992-10-14,NYI,28,0,4,4,31
Adam,Pelech,3,,8476917,1994-08-16,NYI,24,0,3,3,23
Ryan,Pulock,6,,8477506,1994-10-06,NYI,34,2,4,6,25
Mike,Reilly,2,,8476422,1993-07-13,NYI,58,3,6,9,26
Alexander,Romanov,28,,8481014,2000-01-06,NYI,75,5,7,12,46
Nicolas,Aube-Kubel,96,,8477979,1996-05-10,WSH,33,5,7,12,32
Nicklas,Backstrom,19,,8473563,1987-11-23,WSH,12,0,1,1,8
Nic,Dowd,26,,8475343,1990-05-27,WSH,34,7,5,12,35
Evgeny,Kuznetsov,92,,8475744,1992-05-19,WSH,66,6,8,14,40
Hendrix,Lapierre,29,,8482148,2002-02-09,WSH,21,2,5,7,25
Beck,Malenstyn,47,,8479359,1998-02-04,WSH,51,4,6,10,43
Anthony,Mantha,39,,8477511,1994-09-16,WSH,70,12,7,19,40
Connor,McMichael,24,,8481580,2001-01-15,WSH,73,7,8,15,42
Sonny,Milano,15,,8477947,1996-05-12,WSH,20,4,4,8,23
T.J.,Oshie,77,,8471698,1986-12-23,WSH,60,7,3,10,27
Alex,Ovechkin,8,,8471214,1985-09-17,WSH,144,8,20,28,41
Max,Pacioretty,67,,8474157,1988-11-20,WSH,19,1,4,5,9
Matthew,Phillips,45,,8479547,1998-04-06,WSH,15,1,4,5,26
Aliaksei,Protas,21,,8481656,2001-01-06,WSH,55,3,15,18,43
Dylan,Strome,17,,8478440,1997-03-07,WSH,90,16,12,28,44
Tom,Wilson,43,,8476880,1994-03-29,WSH,111,12,8,20,43
Alexander,Alexeyev,27,,8480823,1999-11-15,WSH,8,1,0,1,13
Ethan,Bear,25,,8478451,1997-06-26,WSH,19,1,1,2,11
John,Carlson,74,,8474590,1990-01-10,WSH,95,3,23,26,44
Joel,Edmundson,6,,8476441,1993-06-28,WSH,28,1,2,3,28
Martin,Fehervary,42,,8480796,1999-10-06,WSH,37,2,7,9,38
Nick,Jensen,3,,8475324,1990-09-21,WSH,40,0,7,7,44
Rasmus,Sandin,38,,8480873,2000-03-07,WSH,45,0,11,11,36
Trevor,van Riemsdyk,57,,8477845,1991-07-24,WSH,36,0,7,7,37
Nathan,Bastian,14,,8479414,1997-12-06,NJD,44,3,5,8,42
Jesper,Bratt,63,,8479407,1998-07-30,NJD,131,17,30,47,44
Erik,Haula,56,,8475287,1991-03-23,NJD,80,10,12,22,39
Nico,Hischier,13,,8480002,1999-01-04,NJD,67,12,13,25,33
Alexander,Holtz,10,,8482125,2002-01-23,NJD,75,12,10,22,44
Jack,Hughes,86,,8481559,2001-05-14,NJD,138,15,30,45,32
Curtis,Lazar,42,,8477508,1995-02-02,NJD,38,4,10,14,39
Michael,McLeod,20,,8479415,1998-02-03,NJD,72,10,9,19,44
Timo,Meier,28,,8478414,1996-10-08,NJD,88,9,8,17,31
Dawson,Mercer,91,,8482110,2001-10-27,NJD,80,13,9,22,44
Tomas,Nosek,92,,8477931,1992-09-01,NJD,4,0,0,0,6
Ondrej,Palat,18,,8476292,1991-03-28,NJD,63,5,9,14,35
Chris,Tierney,11,,8476919,1994-07-01,NJD,11,0,3,3,24
Tyler,Toffoli,73,,8475726,1992-04-24,NJD,122,17,13,30,44
Max,Willman,46,,8478051,1995-02-13,NJD,11,1,1,2,10
Kevin,Bahl,88,,8480860,2000-06-27,NJD,35,0,6,6,44
Cal,Foote,52,,8479984,1998-12-13,NJD,0,0,1,1,3
Dougie,Hamilton,7,,8476462,1993-06-17,NJD,61,5,11,16,20
Santeri,Hatakka,82,,8481701,2001-01-15,NJD,3,0,2,2,9
Luke,Hughes,43,,8482684,2003-09-09,NJD,66,8,16,24,44
John,Marino,6,,8478507,1997-05-21,NJD,37,3,12,15,44
Colin,Miller,24,,8476525,1992-10-29,NJD,41,2,3,5,25
Simon,Nemec,17,,8483495,2004-02-15,NJD,30,2,8,10,23
Jonas,Siegenthaler,71,,8478399,1997-05-06,NJD,46,1,7,8,38
Brendan,Smith,2,,8474090,1989-02-08,NJD,31,1,4,5,34
Noel,Acciari,55,,8478569,1991-12-01,PIT,40,3,1,4,35
Jeff,Carter,77,,8470604,1985-01-01,PIT,45,5,2,7,37
Sidney,Crosby,87,,8471675,1987-08-07,PIT,155,26,21,47,43
Lars,Eller,20,,8474189,1989-05-08,PIT,82,7,6,13,43
Jake,Guentzel,59,,8477404,1994-10-06,PIT,158,20,27,47,43
Jansen,Harkins,43,,8478424,1997-05-23,PIT,27,0,4,4,28
Evgeni,Malkin,71,,8471215,1986-07-31,PIT,115,15,22,37,43
Matt,Nieto,83,,8476442,1992-11-05,PIT,13,1,3,4,22
Drew,O'Connor,10,,8482055,1998-06-09,PIT,82,6,9,15,43
Valtteri,Puustinen,48,,8481703,1999-06-04,PIT,32,1,6,7,18
Rickard,Rakell,67,,8476483,1993-05-05,PIT,81,5,11,16,31
Bryan,Rust,17,,8475810,1992-05-11,PIT,92,11,14,25,30
Reilly,Smith,19,,8475191,1991-04-01,PIT,80,8,12,20,40
Colin,White,36,,8478400,1997-01-30,PIT,0,0,0,0,2
Ryan,Graves,27,,8477435,1995-05-21,PIT,51,3,5,8,43
Pierre-Olivier,Joseph,73,,8480058,1999-07-01,PIT,12,0,2,2,16
Erik,Karlsson,65,,8474578,1990-05-31,PIT,103,7,25,32,43
Kris,Letang,58,,8471724,1987-04-24,PIT,89,3,26,29,43
John,Ludvig,7,,8481206,2000-08-02,PIT,12,0,1,1,19
Marcus,Pettersson,28,,8477969,1996-05-08,PIT,54,1,16,17,43
Chad,Ruhwedel,2,,8477244,1990-05-07,PIT,20,1,1,2,29
Ryan,Shea,5,,8478854,1997-02-11,PIT,13,0,0,0,22
Nick,Bjugstad,17,,8475760,1992-07-17,ARI,88,9,17,26,44
Travis,Boyd,72,,8476329,1993-09-14,ARI,12,2,6,8,16
Michael,Carcone,53,,8479619,1996-05-19,ARI,59,15,5,20,41
Logan,Cooley,92,,8483431,2004-05-04,ARI,71,4,17,21,44
Lawson,Crouse,67,,8478474,1997-06-23,ARI,96,17,10,27,43
Dylan,Guenther,11,,8482699,2003-04-10,ARI,16,2,2,4,7
Barrett,Hayton,29,,8480849,2000-06-09,ARI,34,2,2,4,16
Clayton,Keller,9,,8479343,1998-07-29,ARI,137,19,22,41,44
Alex,Kerfoot,15,,8477021,1994-08-11,ARI,59,6,20,26,44
Justin,Kirkland,25,,8477993,1996-08-02,ARI,1,0,0,0,2
Matias,Maccelli,63,,8481711,2000-10-14,ARI,80,7,23,30,44
Jack,McBain,22,,8480855,2000-01-06,ARI,27,6,7,13,29
Liam,O'Brien,38,,8477070,1994-07-29,ARI,38,3,4,7,44
Nick,Schmaltz,8,,8477951,1996-02-23,ARI,88,13,15,28,42
Jason,Zucker,16,,8475722,1992-01-16,ARI,72,6,9,15,34
Josh,Brown,3,,8477384,1994-01-21,ARI,21,1,2,3,24
Travis,Dermott,33,,8478408,1996-12-22,ARI,27,1,2,3,29
Matt,Dumba,24,,8476856,1994-07-25,ARI,43,2,3,5,43
Sean,Durzi,50,,8480434,1998-10-21,ARI,71,7,20,27,38
Michael,Kesselring,5,,8480891,2000-01-13,ARI,31,4,7,11,27
Vladislav,Kolyachonok,52,,8481609,2001-05-26,ARI,1,0,0,0,1
J.J.,Moser,90,,8482655,2000-06-06,ARI,39,3,14,17,42
Troy,Stecher,51,,8479442,1994-04-07,ARI,41,1,4,5,42
Juuso,Valimaki,4,,8479976,1998-10-06,ARI,25,0,6,6,30
Mikael,Backlund,11,,8474150,1989-03-17,CGY,126,10,15,25,46
Blake,Coleman,20,,8476399,1991-11-28,CGY,109,20,19,39,46
Matt,Coronato,27,,8482679,2002-11-14,CGY,26,1,1,2,12
Dillon,Dube,29,,8479346,1998-07-20,CGY,42,3,4,7,43
A.J.,Greer,18,,8478421,1996-12-14,CGY,47,6,4,10,45
Jonathan,Huberdeau,10,,8476456,1993-06-04,CGY,74,6,19,25,45
Nazem,Kadri,91,,8475172,1990-10-06,CGY,148,16,21,37,46
Adam,Klapka,43,,8483609,2000-09-14,CGY,0,0,0,0,1
Elias,Lindholm,28,,8477496,1994-12-02,CGY,123,8,22,30,46
Andrew,Mangiapane,88,,8478233,1996-04-04,CGY,72,9,17,26,45
Martin,Pospisil,76,,8481028,1999-11-19,CGY,60,4,7,11,33
Adam,Ruzicka,63,,8480008,1999-05-11,CGY,34,3,6,9,39
Yegor,Sharangovich,17,,8481068,1998-06-06,CGY,100,19,13,32,46
Connor,Zary,47,,8482074,2001-09-25,CGY,42,9,13,22,36
Rasmus,Andersson,4,,8478397,1996-10-27,CGY,97,7,19,26,42
Nick,DeSimone,57,,8480084,1994-11-21,CGY,19,1,4,5,23
Dennis,Gilbert,48,,8478502,1996-10-30,CGY,22,1,6,7,29
Noah,Hanifin,55,,8478396,1997-01-25,CGY,85,7,17,24,46
Oliver,Kylington,58,,8478430,1997-05-19,CGY,138,9,22,31,73
Jordan,Oesterle,82,,8477851,1992-06-25,CGY,17,0,2,2,19
Chris,Tanev,8,,8475690,1989-12-20,CGY,33,1,7,8,43
MacKenzie,Weegar,52,,8477346,1994-01-07,CGY,112,10,17,27,46
Pierre-Edouard,Bellemare,41,,8477930,1985-03-06,SEA,25,4,1,5,29
Matty,Beniers,10,,8482665,2002-11-05,SEA,74,6,13,19,42
Oliver,Bjorkstrand,22,,8477416,1995-04-10,SEA,123,12,24,36,46
Andre,Burakovsky,95,,8477444,1995-02-09,SEA,19,1,4,5,15
Jordan,Eberle,7,,8474586,1990-05-15,SEA,87,7,16,23,42
Yanni,Gourde,37,,8476826,1991-12-15,SEA,97,7,12,19,45
John,Hayden,15,,8477401,1995-02-14,SEA,1,0,0,0,2
Tye,Kartye,52,,8481789,2001-04-30,SEA,76,8,6,14,45
Jared,McCann,19,,8477955,1996-05-31,SEA,114,18,12,30,45
Jaden,Schwartz,17,,8475768,1992-06-25,SEA,61,9,10,19,30
Devin,Shore,94,,8476913,1994-07-19,SEA,13,1,3,4,20
Brandon,Tanev,13,,8479293,1991-12-31,SEA,32,3,4,7,30
Tomas,Tatar,90,,8475193,1990-12-01,SEA,46,4,12,16,42
Eeli,Tolvanen,20,,8480009,1999-04-22,SEA,93,12,17,29,46
Alex,Wennberg,21,,8477505,1994-09-22,SEA,64,7,11,18,46
Kailer,Yamamoto,56,,8479977,1998-09-29,SEA,43,7,5,12,42
Will,Borgen,3,,8478840,1996-12-19,SEA,46,1,15,16,46
Brian,Dumoulin,8,,8475208,1991-09-06,SEA,32,3,6,9,45
Vince,Dunn,29,,8478407,1996-10-29,SEA,84,8,27,35,42
Ryker,Evans,39,,8482858,2001-12-13,SEA,25,0,4,4,13
Adam,Larsson,6,,8476457,1992-11-12,SEA,78,3,11,14,46
Jamie,Oleksiak,24,,8476467,1992-12-21,SEA,57,2,6,8,46
Justin,Schultz,4,,8474602,1990-07-06,SEA,59,4,10,14,38
Nikita,Alexandrov,59,,8481543,2000-09-16,STL,5,0,1,1,12
Sammy,Blais,79,,8478104,1996-06-17,STL,21,1,6,7,34
Pavel,Buchnevich,89,,8477402,1995-04-17,STL,117,13,20,33,42
Adam,Gaudette,88,,8478874,1996-10-03,STL,0,0,0,0,2
Kevin,Hayes,12,,8475763,1992-05-08,STL,81,10,10,20,44
Kasperi,Kapanen,42,,8477953,1996-07-23,STL,65,4,9,13,42
Jordan,Kyrou,25,,8479385,1998-05-05,STL,147,12,21,33,44
Jake,Neighbours,63,,8482089,2002-03-29,STL,80,14,3,17,44
Brandon,Saad,20,,8476438,1992-10-27,STL,74,11,8,19,44
Brayden,Schenn,10,,8475170,1991-08-22,STL,89,10,12,22,44
Oskar,Sundqvist,70,,8476897,1994-03-23,STL,46,5,12,17,44
Robert,Thomas,18,,8480023,1999-07-02,STL,91,16,30,46,44
Alexey,Toropchenko,13,,8480281,1999-06-25,STL,51,6,4,10,44
Nathan,Walker,26,,8477573,1994-02-07,STL,9,3,0,3,8
Justin,Faulk,72,,8475753,1992-03-20,STL,88,2,17,19,39
Matthew,Kessel,51,,8482516,2000-06-23,STL,7,0,0,0,9
Torey,Krug,47,,8476792,1991-04-12,STL,96,1,18,19,44
Nick,Leddy,4,,8475181,1991-03-20,STL,43,2,11,13,44
Colton,Parayko,55,,8476892,1993-05-12,STL,88,8,7,15,44
Scott,Perunovich,48,,8481059,1998-08-18,STL,23,0,9,9,28
Marco,Scandella,6,,8474618,1990-02-23,STL,22,2,3,5,39
Matt,Boldy,12,,8481557,2001-04-05,MIN,103,15,16,31,39
Connor,Dewar,26,,8480980,1999-06-26,MIN,43,7,2,9,45
Brandon,Duhaime,21,,8479520,1997-05-22,MIN,51,4,1,5,46
Joel,Eriksson Ek,14,,8478493,1997-01-29,MIN,177,19,17,36,46
Marcus,Foligno,17,,8475220,1991-08-10,MIN,44,7,10,17,43
Frederick,Gaudreau,89,,8477919,1993-05-01,MIN,57,3,7,10,34
Ryan,Hartman,38,,8477451,1994-09-20,MIN,94,15,9,24,41
Marcus,Johansson,90,,8475149,1990-10-06,MIN,76,6,16,22,46
Kirill,Kaprizov,97,,8478864,1997-04-26,MIN,131,18,24,42,39
Vinni,Lettieri,10,,8479968,1995-02-06,MIN,26,3,1,4,19
Jacob,Lucchini,27,,8481422,1995-05-09,MIN,2,0,0,0,5
Pat,Maroon,20,,8474034,1988-04-23,MIN,52,4,11,15,46
Adam,Raska,51,,8482197,2001-09-25,MIN,0,0,0,0,5
Marco,Rossi,23,,8482079,2001-09-23,MIN,88,13,14,27,46
Mats,Zuccarello,36,,8475692,1987-09-01,MIN,96,8,27,35,37
Zach,Bogosian,24,,8474567,1990-07-15,MIN,44,1,6,7,34
Jonas,Brodin,25,,8476463,1993-07-12,MIN,54,1,10,11,29
Brock,Faber,7,,8482122,2002-08-22,MIN,70,3,24,27,46
Alex,Goligoski,33,,8471274,1985-07-30,MIN,21,0,9,9,26
Dakota,Mermis,6,,8477541,1994-01-05,MIN,30,2,4,6,30
Jon,Merrill,4,,8475750,1992-02-03,MIN,16,1,3,4,32
Jake,Middleton,5,,8478136,1996-01-02,MIN,49,7,11,18,46
Jared,Spurgeon,46,,8474716,1989-11-29,MIN,21,0,5,5,16
Josh,Anderson,17,,8476981,1994-05-07,MTL,93,7,5,12,42
Joel,Armia,40,,8476469,1993-05-31,MTL,54,8,1,9,30
Cole,Caufield,22,,8481540,2001-01-02,MTL,167,16,19,35,46
Kirby,Dach,77,,8481523,2001-01-21,MTL,3,0,2,2,2
Christian,Dvorak,28,,8477989,1996-02-02,MTL,32,3,4,7,25
Jake,Evans,71,,8478133,1996-06-02,MTL,41,2,11,13,46
Brendan,Gallagher,11,,8475848,1992-05-06,MTL,101,8,8,16,46
Rafael,Harvey-Pinard,49,,8481093,1999-01-06,MTL,16,1,5,6,19
Sean,Monahan,91,,8477497,1994-10-12,MTL,93,11,20,31,46
Alex,Newhook,15,,8481618,2001-01-28,MTL,31,7,6,13,23
Tanner,Pearson,70,,8476871,1992-08-10,MTL,47,4,4,8,27
Michael,Pezzetta,55,,8479543,1998-03-13,MTL,31,2,7,9,35
Joshua,Roy,89,,8482749,2003-08-06,MTL,9,1,1,2,5
Juraj,Slafkovsky,20,,8483515,2004-03-30,MTL,65,6,12,18,46
Mitchell,Stephens,13,,8478477,1997-02-05,MTL,16,2,1,3,23
Nick,Suzuki,14,,8480018,1999-08-10,MTL,105,12,26,38,46
Jesse,Ylönen,56,,8481058,1999-10-03,MTL,34,3,4,7,38
Justin,Barron,52,,8482111,2001-11-15,MTL,51,6,6,12,41
Kaiden,Guhle,21,,8482087,2002-01-18,MTL,57,3,8,11,42
Jordan,Harris,54,,8480887,2000-07-07,MTL,22,1,5,6,29
Johnathan,Kovacevic,26,,8480192,1997-07-12,MTL,28,5,2,7,38
Mike,Matheson,8,,8476875,1994-02-27,MTL,120,7,25,32,46
David,Savard,58,,8475233,1990-10-22,MTL,28,4,7,11,24
Jayden,Struble,47,,8481593,2001-09-08,MTL,23,2,2,4,28
Zach,Benson,9,,8484145,2005-05-12,BUF,57,4,10,14,36
Dylan,Cozens,24,,8481528,2001-02-09,BUF,106,8,15,23,43
Zemgus,Girgensons,28,,8476878,1994-01-05,BUF,37,4,0,4,29
Jordan,Greenway,12,,8478413,1997-02-16,BUF,46,4,7,11,34
Peyton,Krebs,19,,8481522,2001-01-26,BUF,45,3,5,8,44
Casey,Mittelstadt,37,,8479999,1998-11-22,BUF,76,12,27,39,46
Kyle,Okposo,21,,8473449,1988-04-16,BUF,67,8,7,15,43
Victor,Olofsson,71,,8478109,1995-07-18,BUF,46,4,8,12,33
JJ,Peterka,77,,8482175,2002-01-14,BUF,122,14,15,29,46
Jack,Quinn,22,,8482097,2001-09-19,BUF,29,4,4,8,14
Eric,Robinson,50,,8480762,1995-06-14,BUF,32,2,4,6,21
Jeff,Skinner,53,,8475784,1992-05-16,BUF,134,17,16,33,38
Tage,Thompson,72,,8479420,1997-10-30,BUF,121,14,13,27,36
Alex,Tuch,89,,8477949,1996-05-10,BUF,98,12,19,31,39
Jacob,Bryson,78,,8480196,1997-11-18,BUF,0,0,0,0,3
Connor,Clifton,75,,8477365,1995-04-28,BUF,39,0,11,11,43
Rasmus,Dahlin,26,,8480839,2000-04-13,BUF,134,13,24,37,45
Erik,Johnson,6,,8473446,1988-03-21,BUF,37,3,0,3,41
Ryan,Johnson,33,,8481564,2001-07-24,BUF,22,0,5,5,27
Henri,Jokiharju,10,,8480035,1999-06-17,BUF,41,2,7,9,38
Owen,Power,25,,8482671,2002-11-22,BUF,64,2,15,17,46
Mattias,Samuelsson,23,,8480807,2000-03-14,BUF,43,1,6,7,40
Emil,Bemstrom,52,,8480205,1999-06-01,CBJ,47,5,6,11,29
Yegor,Chinakhov,59,,8482475,2001-02-01,CBJ,68,11,8,19,34
Justin,Danforth,17,,8479941,1993-03-15,CBJ,62,9,9,18,45
Adam,Fantilli,11,,8484166,2004-10-12,CBJ,107,11,14,25,45
Johnny,Gaudreau,13,,8476346,1993-08-13,CBJ,90,7,22,29,45
Boone,Jenner,38,,8476432,1993-06-15,CBJ,82,13,5,18,30
Kent,Johnson,91,,8482660,2002-10-18,CBJ,45,6,8,14,29
Sean,Kuraly,7,,8476374,1993-01-20,CBJ,49,6,5,11,37
Patrik,Laine,29,,8479339,1998-04-19,CBJ,41,6,3,9,18
Kirill,Marchenko,86,,8480893,2000-07-21,CBJ,109,14,10,24,43
Mathieu,Olivier,24,,8479671,1997-02-11,CBJ,21,1,4,5,22
Jack,Roslovic,96,,8478458,1997-01-29,CBJ,38,2,8,10,23
Cole,Sillinger,4,,8482705,2003-05-16,CBJ,82,8,10,18,40
Alexandre,Texier,42,,8480074,1999-09-13,CBJ,58,6,7,13,43
Dmitri,Voronkov,10,,8481716,2000-09-10,CBJ,63,9,13,22,39
Jake,Bean,22,,8479402,1998-06-09,CBJ,58,3,4,7,42
Adam,Boqvist,27,,8480871,2000-08-15,CBJ,20,0,7,7,18
Erik,Gudbranson,44,,8475790,1992-01-07,CBJ,41,3,10,13,41
David,Jiricek,55,,8483460,2003-11-28,CBJ,33,1,8,9,36
Andrew,Peeke,2,,8479369,1998-03-17,CBJ,17,0,6,6,16
Ivan,Provorov,9,,8478500,1997-01-13,CBJ,56,4,19,23,45
Damon,Severson,78,,8476923,1994-08-07,CBJ,35,5,7,12,30
Zach,Werenski,8,,8478460,1997-07-19,CBJ,87,1,24,25,34
Drake,Batherson,19,,8480208,1998-04-27,OTT,105,16,19,35,42
Rourke,Chartier,49,,8478078,1996-04-03,OTT,32,2,1,3,30
Claude,Giroux,28,,8473512,1988-01-12,OTT,104,14,25,39,42
Ridly,Greig,71,,8482092,2002-08-08,OTT,51,6,11,17,32
Mathieu,Joseph,21,,8478472,1997-02-09,OTT,59,7,14,21,32
Mark,Kastelic,12,,8480355,1999-03-11,OTT,28,1,1,2,27
Parker,Kelly,27,,8480448,1999-05-14,OTT,45,6,4,10,42
Dominik,Kubalik,81,,8477330,1995-08-21,OTT,61,9,3,12,41
Zack,MacEwen,17,,8479772,1996-07-08,OTT,16,2,1,3,21
Josh,Norris,9,,8480064,1999-05-05,OTT,95,12,9,21,35
Shane,Pinto,57,,8481596,2000-11-12,OTT,2,0,1,1,1
Tim,Stützle,18,,8482116,2002-01-15,OTT,117,10,33,43,42
Vladimir,Tarasenko,91,,8475765,1991-12-13,OTT,81,12,19,31,40
Brady,Tkachuk,7,,8480801,1999-09-16,OTT,184,19,18,37,42
Jacob,Bernard-Docker,24,,8480879,2000-06-30,OTT,23,4,6,10,34
Erik,Brannstrom,26,,8480073,1999-09-02,OTT,39,2,8,10,36
Thomas,Chabot,72,,8478469,1997-01-30,OTT,49,1,10,11,20
Jakob,Chychrun,6,,8479345,1998-03-31,OTT,96,7,20,27,42
Travis,Hamonic,23,,8474612,1990-08-16,OTT,39,2,3,5,40
Jake,Sanderson,85,,8482105,2002-07-08,OTT,89,6,17,23,42
Artem,Zub,2,,8482245,1995-10-03,OTT,45,3,13,16,34
Leo,Carlsson,91,,8484153,2004-12-26,ANA,54,8,10,18,27
Sam,Carrick,39,,8475842,1992-02-04,ANA,56,6,3,9,46
Bo,Groulx,24,,8480870,2000-02-06,ANA,23,0,1,1,26
Adam,Henrique,14,,8474641,1990-02-06,ANA,80,14,14,28,45
Ross,Johnston,44,,8477527,1994-02-18,ANA,23,0,2,2,34
Max,Jones,49,,8479368,1998-02-17,ANA,49,4,4,8,34
Alex,Killorn,17,,8473986,1989-09-14,ANA,80,6,13,19,34
Brett,Leason,20,,8481517,1999-04-30,ANA,53,6,6,12,38
Isac,Lundestrom,21,,8480806,1999-11-06,ANA,9,1,0,1,10
Brock,McGinn,26,,8476934,1994-02-02,ANA,22,1,2,3,22
Mason,McTavish,23,,8482745,2003-01-30,ANA,90,13,15,28,39
Jakob,Silfverberg,33,,8475164,1990-10-13,ANA,67,2,6,8,45
Ryan,Strome,16,,8476458,1993-07-11,ANA,75,5,18,23,43
Troy,Terry,19,,8478873,1997-09-10,ANA,105,11,20,31,43
Frank,Vatrano,77,,8478366,1994-03-14,ANA,148,21,12,33,46
Trevor,Zegras,11,,8481533,2001-03-20,ANA,49,4,3,7,20
Cam,Fowler,4,,8475764,1991-12-05,ANA,66,2,18,20,46
Radko,Gudas,7,,8475462,1990-06-05,ANA,61,6,5,11,40
Jackson,LaCombe,60,,8481605,2001-01-09,ANA,38,1,7,8,42
Gustav,Lindström,28,,8480184,1998-10-20,ANA,17,3,1,4,18
Ilya,Lyubushkin,46,,8480950,1994-04-06,ANA,31,0,4,4,45
Pavel,Mintyukov,34,,8483490,2003-11-25,ANA,60,2,17,19,40
Urho,Vaakanainen,5,,8480001,1999-01-01,ANA,40,0,7,7,38
Joey,Anderson,15,,8479315,1998-06-19,CHI,15,1,6,7,19
Andreas,Athanasiou,89,,8476960,1994-08-06,CHI,20,0,4,4,11
Anthony,Beauvillier,91,,8478463,1997-06-08,CHI,58,4,10,14,37
Connor,Bedard,98,,8484144,2005-07-17,CHI,118,15,18,33,39
Colin,Blackwell,43,,8476278,1993-03-28,CHI,38,3,3,6,16
Jason,Dickinson,16,,8477450,1995-07-04,CHI,70,15,9,24,46
Ryan,Donato,8,,8477987,1996-04-09,CHI,84,6,8,14,42
MacKenzie,Entwistle,58,,8480025,1999-07-14,CHI,38,2,3,5,37
Nick,Foligno,17,,8473422,1987-10-31,CHI,74,8,9,17,39
Cole,Guttman,70,,8480252,1999-04-06,CHI,50,4,4,8,27
Taylor,Hall,71,,8475791,1991-11-14,CHI,20,2,2,4,10
Reese,Johnson,52,,8481147,1998-07-10,CHI,31,2,1,3,29
Tyler,Johnson,90,,8474870,1990-07-29,CHI,58,9,4,13,35
Boris,Katchouk,14,,8479383,1998-06-18,CHI,37,5,4,9,27
Philipp,Kurashev,23,,8480798,1999-10-12,CHI,68,8,15,23,39
Rem,Pitlick,20,,8479514,1997-04-02,CHI,10,0,0,0,6
Taylor,Raddysh,11,,8479390,1998-02-18,CHI,66,5,5,10,41
Lukas,Reichel,27,,8482117,2002-05-17,CHI,60,3,6,9,45
Zach,Sanford,13,,8477482,1994-11-09,CHI,12,0,5,5,18
Louis,Crevier,46,,8481806,2001-05-04,CHI,8,0,3,3,13
Seth,Jones,4,,8477495,1994-10-03,CHI,72,1,12,13,31
Kevin,Korchinski,55,,8483466,2004-06-21,CHI,49,2,7,9,40
Jaycob,Megna,24,,8477034,1992-12-10,CHI,5,0,1,1,9
Connor,Murphy,5,,8476473,1993-03-26,CHI,48,2,6,8,43
Isaak,Phillips,41,,8482192,2001-09-28,CHI,21,0,5,5,23
Jarred,Tinordi,25,,8475797,1992-02-20,CHI,19,0,6,6,26
Alex,Vlasic,72,,8481568,2001-06-05,CHI,37,1,9,10,40
Nikita,Zaitsev,22,,8479458,1991-10-29,CHI,18,2,5,7,26
Justin,Bailey,90,,8477473,1995-07-01,SJS,30,2,5,7,25
Alexander,Barabanov,94,,8482222,1994-06-17,SJS,36,3,5,8,26
Ryan,Carpenter,22,,8477846,1991-01-18,SJS,29,2,5,7,29
Logan,Couture,39,,8474053,1989-03-28,SJS,0,0,1,1,1
Anthony,Duclair,10,,8477407,1995-08-26,SJS,68,8,8,16,41
William,Eklund,72,,8482667,2002-10-12,SJS,73,7,11,18,45
Mikael,Granlund,64,,8475798,1992-02-26,SJS,73,5,24,29,38
Tomas,Hertl,48,,8476881,1993-11-12,SJS,108,14,18,32,45
Mike,Hoffman,68,,8474884,1989-11-24,SJS,50,8,8,16,44
Luke,Kunin,11,,8479316,1997-12-04,SJS,55,6,2,8,41
Kevin,Labanc,62,,8478099,1995-12-12,SJS,43,2,5,7,32
Scott,Sabourin,49,,8477149,1992-07-30,SJS,3,0,0,0,3
Givani,Smith,54,,8479379,1998-02-27,SJS,27,1,2,3,26
Nico,Sturm,7,,8481477,1995-05-03,SJS,30,2,3,5,27
Filip,Zadina,18,,8480821,1999-11-27,SJS,73,5,7,12,41
Fabian,Zetterlund,20,,8480188,1999-08-25,SJS,108,13,7,20,46
Calen,Addison,33,,8480884,2000-04-11,SJS,50,1,11,12,40
Matt,Benning,5,,8476988,1994-05-25,SJS,13,0,2,2,14
Kyle,Burroughs,4,,8477335,1995-07-12,SJS,43,1,4,5,40
Ty,Emberson,6,,8480834,2000-05-23,SJS,22,1,6,7,21
Mario,Ferraro,38,,8479983,1998-09-17,SJS,77,1,13,14,46
Jacob,MacDonald,9,,8479439,1993-02-26,SJS,31,6,1,7,17
Nikita,Okhotiuk,83,,8481537,2000-12-04,SJS,34,1,6,7,33
Jan,Rutta,84,,8480172,1990-07-29,SJS,37,1,6,7,40
Henry,Thrun,3,,8481567,2001-03-12,SJS,28,1,2,3,21
Marc-Edouard,Vlasic,44,,8471709,1987-03-30,SJS,25,2,1,3,24
